I,T,Uraw
2.88e-05,144.911,2.67155
2.88e-05,139.903,2.85964
2.88e-05,134.89,3.07337
2.88e-05,130.959,3.22497
2.8e-05,170.145,1.93251
2.8e-05,164.986,2.04409
2.8e-05,159.929,2.16297
2.8e-05,154.981,2.29142
2.8e-05,149.943,2.43725
2.8e-05,144.911,2.60044
2.8e-05,139.903,2.7839
2.8e-05,134.89,2.99233
2.8e-05,130.959,3.14012
2.72e-05,170.145,1.87807
2.72e-05,164.986,1.98674
2.72e-05,159.929,2.10257
2.72e-05,154.981,2.22777
2.72e-05,149.943,2.36997
2.72e-05,144.911,2.5291
2.72e-05,139.903,2.70794
2.72e-05,134.89,2.91108
2.72e-05,130.959,3.05503
2.64e-05,170.145,1.82353
2.64e-05,164.986,1.92926
2.64e-05,159.929,2.04202
2.64e-05,154.981,2.16397
2.64e-05,149.943,2.30247
2.64e-05,144.911,2.45752
2.64e-05,139.903,2.63174
2.64e-05,134.89,2.8296
2.64e-05,130.959,2.96973
2.56e-05,170.145,1.76888
2.56e-05,164.986,1.87166
2.56e-05,159.929,1.9813
2.56e-05,154.981,2.09992
2.56e-05,149.943,2.23473
2.56e-05,144.911,2.38572
2.56e-05,139.903,2.5553
2.56e-05,134.89,2.74787
2.56e-05,130.959,2.8842
2.48e-05,170.145,1.71416
2.48e-05,164.986,1.81391
2.48e-05,159.929,1.92041
2.48e-05,154.981,2.0357
2.48e-05,149.943,2.16677
2.48e-05,144.911,2.31362
2.48e-05,139.903,2.47863
2.48e-05,134.89,2.66587
2.48e-05,130.959,2.79839
2.4e-05,170.145,1.65936
2.4e-05,164.986,1.75606
2.4e-05,159.929,1.85937
2.4e-05,154.981,1.97129
2.4e-05,149.943,2.09862
2.4e-05,144.911,2.24129
2.4e-05,139.903,2.40169
2.4e-05,134.89,2.58362
2.4e-05,130.959,2.71231
2.32e-05,170.145,1.60447
2.32e-05,164.986,1.69812
2.32e-05,159.929,1.7982
2.32e-05,154.981,1.9067
2.32e-05,149.943,2.03021
2.32e-05,144.911,2.16868
2.32e-05,139.903,2.32442
2.32e-05,134.89,2.50107
2.32e-05,130.959,2.62592
2.24e-05,170.145,1.54952
2.24e-05,164.986,1.64008
2.24e-05,159.929,1.73691
2.24e-05,154.981,1.84194
2.24e-05,149.943,1.96159
2.24e-05,144.911,2.09585
2.24e-05,139.903,2.24682
2.24e-05,134.89,2.41822
2.24e-05,130.959,2.53926
2.16e-05,170.145,1.49454
2.16e-05,164.986,1.58194
2.16e-05,159.929,1.67548
2.16e-05,154.981,1.777
2.16e-05,149.943,1.89273
2.16e-05,144.911,2.02269
2.16e-05,139.903,2.16892
2.16e-05,134.89,2.33498
2.16e-05,130.959,2.4522
2.08e-05,170.145,1.43948
2.08e-05,164.986,1.52376
2.08e-05,159.929,1.61394
2.08e-05,154.981,1.71191
2.08e-05,149.943,1.82367
2.08e-05,144.911,1.9493
2.08e-05,139.903,2.09074
2.08e-05,134.89,2.25138
2.08e-05,130.959,2.36485
2e-05,170.145,1.38439
2e-05,164.986,1.46551
2e-05,159.929,1.55233
2e-05,154.981,1.64669
2e-05,149.943,1.75442
2e-05,144.911,1.87566
2e-05,139.903,2.01222
2e-05,134.89,2.16744
2e-05,130.959,2.27704
1.92e-05,170.145,1.32928
1.92e-05,164.986,1.40719
1.92e-05,159.929,1.49065
1.92e-05,154.981,1.58136
1.92e-05,149.943,1.68501
1.92e-05,144.911,1.80176
1.92e-05,139.903,1.93342
1.92e-05,134.89,2.08314
1.92e-05,130.959,2.18882
1.84e-05,170.145,1.2741
1.84e-05,164.986,1.34885
1.84e-05,159.929,1.42889
1.84e-05,154.981,1.51594
1.84e-05,149.943,1.61544
1.84e-05,144.911,1.72764
1.84e-05,139.903,1.85429
1.84e-05,134.89,1.99848
1.84e-05,130.959,2.10022
1.76e-05,170.145,1.2189
1.76e-05,164.986,1.29045
1.76e-05,159.929,1.36708
1.76e-05,154.981,1.45042
1.76e-05,149.943,1.54575
1.76e-05,144.911,1.65329
1.76e-05,139.903,1.77485
1.76e-05,134.89,1.91341
1.76e-05,130.959,2.01119
1.68e-05,170.145,1.16367
1.68e-05,164.986,1.232
1.68e-05,159.929,1.30522
1.68e-05,154.981,1.38486
1.68e-05,149.943,1.47596
1.68e-05,144.911,1.5788
1.68e-05,139.903,1.69516
1.68e-05,134.89,1.82795
1.68e-05,130.959,1.92171
1.6e-05,170.145,1.10841
1.6e-05,164.986,1.17353
1.6e-05,159.929,1.2433
1.6e-05,154.981,1.31921
1.6e-05,149.943,1.40606
1.6e-05,144.911,1.50417
1.6e-05,139.903,1.61521
1.6e-05,134.89,1.74212
1.6e-05,130.959,1.8318
1.52e-05,170.145,1.05313
1.52e-05,164.986,1.11502
1.52e-05,159.929,1.18134
1.52e-05,154.981,1.2535
1.52e-05,149.943,1.33609
1.52e-05,144.911,1.42941
1.52e-05,139.903,1.53509
1.52e-05,134.89,1.65598
1.52e-05,130.959,1.74147
1.44e-05,170.145,0.997924
1.44e-05,164.986,1.05647
1.44e-05,159.929,1.11934
1.44e-05,154.981,1.18774
1.44e-05,149.943,1.26605
1.44e-05,144.911,1.35455
1.44e-05,139.903,1.45482
1.44e-05,134.89,1.56958
1.44e-05,130.959,1.65078
1.36e-05,170.145,0.942686
1.36e-05,164.986,0.998002
1.36e-05,159.929,1.05729
1.36e-05,154.981,1.12194
1.36e-05,149.943,1.19594
1.36e-05,144.911,1.27961
1.36e-05,139.903,1.37442
1.36e-05,134.89,1.48298
1.36e-05,130.959,1.55978
1.28e-05,170.145,0.88732
1.28e-05,164.986,0.939496
1.28e-05,159.929,0.995325
1.28e-05,154.981,1.05609
1.28e-05,149.943,1.12578
1.28e-05,144.911,1.20458
1.28e-05,139.903,1.2939
1.28e-05,134.89,1.39621
1.28e-05,130.959,1.46857
1.2e-05,170.145,0.831936
1.2e-05,164.986,0.880869
1.2e-05,159.929,0.933303
1.2e-05,154.981,0.990332
1.2e-05,149.943,1.05557
1.2e-05,144.911,1.12949
1.2e-05,139.903,1.2133
1.2e-05,134.89,1.30931
1.2e-05,130.959,1.37721
1.12e-05,170.145,0.776534
1.12e-05,164.986,0.82222
1.12e-05,159.929,0.871178
1.12e-05,154.981,0.924494
1.12e-05,149.943,0.985471
1.12e-05,144.911,1.05435
1.12e-05,139.903,1.13262
1.12e-05,134.89,1.2223
1.12e-05,130.959,1.28571
1.04e-05,170.145,0.721122
1.04e-05,164.986,0.763552
1.04e-05,159.929,0.809024
1.04e-05,154.981,0.858553
1.04e-05,149.943,0.915254
1.04e-05,144.911,0.979317
1.04e-05,139.903,1.05186
1.04e-05,134.89,1.1352
1.04e-05,130.959,1.1941
9.6e-06,170.145,0.665685
9.6e-06,164.986,0.704859
9.6e-06,159.929,0.746844
9.6e-06,154.981,0.792575
9.6e-06,149.943,0.844929
9.6e-06,144.911,0.904134
9.6e-06,139.903,0.971244
9.6e-06,134.89,1.04803
9.6e-06,130.959,1.10241
8.8e-06,170.145,0.610243
8.8e-06,164.986,0.64616
8.8e-06,159.929,0.684653
8.8e-06,154.981,0.726582
8.8e-06,149.943,0.774587
8.8e-06,144.911,0.828876
8.8e-06,139.903,0.890441
8.8e-06,134.89,0.961013
8.8e-06,130.959,1.01073
8e-06,170.145,0.554788
8e-06,164.986,0.587448
8e-06,159.929,0.622446
8e-06,154.981,0.660573
8e-06,149.943,0.704227
8e-06,144.911,0.753591
8e-06,139.903,0.809574
8e-06,134.89,0.873766
8e-06,130.959,0.919101
7.2e-06,170.145,0.49933
7.2e-06,164.986,0.52873
7.2e-06,159.929,0.560237
7.2e-06,154.981,0.594558
7.2e-06,149.943,0.633851
7.2e-06,144.911,0.678297
7.2e-06,139.903,0.728695
7.2e-06,134.89,0.786493
7.2e-06,130.959,0.827308
6.4e-06,170.145,0.44385
6.4e-06,164.986,0.469991
6.4e-06,159.929,0.498005
6.4e-06,154.981,0.528522
6.4e-06,149.943,0.563448
6.4e-06,144.911,0.60297
6.4e-06,139.903,0.647785
6.4e-06,134.89,0.699179
6.4e-06,130.959,0.735465
5.6e-06,170.145,0.388361
5.6e-06,164.986,0.411242
5.6e-06,159.929,0.435753
5.6e-06,154.981,0.462458
5.6e-06,149.943,0.493032
5.6e-06,144.911,0.527629
5.6e-06,139.903,0.566844
5.6e-06,134.89,0.611829
5.6e-06,130.959,0.64359
4.8e-06,170.145,0.33287
4.8e-06,164.986,0.352486
4.8e-06,159.929,0.3735
4.8e-06,154.981,0.396394
4.8e-06,149.943,0.422609
4.8e-06,144.911,0.452269
4.8e-06,139.903,0.485888
4.8e-06,134.89,0.52447
4.8e-06,130.959,0.551695
4e-06,170.145,0.277365
4e-06,164.986,0.293711
4e-06,159.929,0.311226
4e-06,154.981,0.330312
4e-06,149.943,0.35216
4e-06,144.911,0.376876
4e-06,139.903,0.404903
4e-06,134.89,0.437075
4e-06,130.959,0.459752
3.2e-06,170.145,0.221859
3.2e-06,164.986,0.23494
3.2e-06,159.929,0.248952
3.2e-06,154.981,0.264224
3.2e-06,149.943,0.281702
3.2e-06,144.911,0.301482
3.2e-06,139.903,0.323901
3.2e-06,134.89,0.349648
3.2e-06,130.959,0.367795
2.4e-06,170.145,0.166342
2.4e-06,164.986,0.176155
2.4e-06,159.929,0.186662
2.4e-06,154.981,0.19812
2.4e-06,149.943,0.211232
2.4e-06,144.911,0.22607
2.4e-06,139.903,0.242882
2.4e-06,134.89,0.262204
2.4e-06,130.959,0.275817
1.6e-06,170.145,0.110809
1.6e-06,164.986,0.117351
1.6e-06,159.929,0.124358
1.6e-06,154.981,0.131999
1.6e-06,149.943,0.140738
1.6e-06,144.911,0.150629
1.6e-06,139.903,0.161834
1.6e-06,134.89,0.174727
1.6e-06,130.959,0.183806
8e-07,170.145,0.0553097
8e-07,164.986,0.0585788
8e-07,159.929,0.0620803
8e-07,154.981,0.0659011
8e-07,149.943,0.0702722
8e-07,144.911,0.0752173
8e-07,139.903,0.0808118
8e-07,134.89,0.0872636
8e-07,130.959,0.0917909
0.0,170.145,-0.000218079
0.0,164.986,-0.0002175
0.0,159.929,-0.000224172
0.0,154.981,-0.000218424
0.0,149.943,-0.000219412
0.0,144.911,-0.000222029
0.0,139.903,-0.000232288
0.0,134.89,-0.000203612
0.0,130.959,-0.000228793
-8e-07,170.145,-0.0557664
-8e-07,164.986,-0.0590381
-8e-07,159.929,-0.0625486
-8e-07,154.981,-0.0663669
-8e-07,149.943,-0.0707446
-8e-07,144.911,-0.0756944
-8e-07,139.903,-0.0813196
-8e-07,134.89,-0.087733
-8e-07,130.959,-0.0922735
-1.6e-06,170.145,-0.111317
-1.6e-06,164.986,-0.117862
-1.6e-06,159.929,-0.124881
-1.6e-06,154.981,-0.132515
-1.6e-06,149.943,-0.14128
-1.6e-06,144.911,-0.151176
-1.6e-06,139.903,-0.16243
-1.6e-06,134.89,-0.175281
-1.6e-06,130.959,-0.184365
-2.4e-06,170.145,-0.166877
-2.4e-06,164.986,-0.176693
-2.4e-06,159.929,-0.187224
-2.4e-06,154.981,-0.198685
-2.4e-06,149.943,-0.211863
-2.4e-06,144.911,-0.226715
-2.4e-06,139.903,-0.243581
-2.4e-06,134.89,-0.262873
-2.4e-06,130.959,-0.27649
-3.2e-06,170.145,-0.222458
-3.2e-06,164.986,-0.235547
-3.2e-06,159.929,-0.249581
-3.2e-06,154.981,-0.264866
-3.2e-06,149.943,-0.282405
-3.2e-06,144.911,-0.302211
-3.2e-06,139.903,-0.324711
-3.2e-06,134.89,-0.350464
-3.2e-06,130.959,-0.368649
-4e-06,170.145,-0.278024
-4e-06,164.986,-0.294393
-4e-06,159.929,-0.311943
-4e-06,154.981,-0.331059
-4e-06,149.943,-0.352967
-4e-06,144.911,-0.377726
-4e-06,139.903,-0.405844
-4e-06,134.89,-0.438061
-4e-06,130.959,-0.460784
-4.8e-06,170.145,-0.333588
-4.8e-06,164.986,-0.353233
-4.8e-06,159.929,-0.374299
-4.8e-06,154.981,-0.39724
-4.8e-06,149.943,-0.423532
-4.8e-06,144.911,-0.453243
-4.8e-06,139.903,-0.486985
-4.8e-06,134.89,-0.525652
-4.8e-06,130.959,-0.552917
-5.6e-06,170.145,-0.389158
-5.6e-06,164.986,-0.412075
-5.6e-06,159.929,-0.436657
-5.6e-06,154.981,-0.463421
-5.6e-06,149.943,-0.494091
-5.6e-06,144.911,-0.528766
-5.6e-06,139.903,-0.568128
-5.6e-06,134.89,-0.613245
-5.6e-06,130.959,-0.645055
-6.4e-06,170.145,-0.444732
-6.4e-06,164.986,-0.470932
-6.4e-06,159.929,-0.499021
-6.4e-06,154.981,-0.529609
-6.4e-06,149.943,-0.564666
-6.4e-06,144.911,-0.604296
-6.4e-06,139.903,-0.649289
-6.4e-06,134.89,-0.700856
-6.4e-06,130.959,-0.737211
-7.2e-06,170.145,-0.500303
-7.2e-06,164.986,-0.529781
-7.2e-06,159.929,-0.561377
-7.2e-06,154.981,-0.595796
-7.2e-06,149.943,-0.635235
-7.2e-06,144.911,-0.679819
-7.2e-06,139.903,-0.730449
-7.2e-06,134.89,-0.788473
-7.2e-06,130.959,-0.829365
-8e-06,170.145,-0.555878
-8e-06,164.986,-0.588629
-8e-06,159.929,-0.623746
-8e-06,154.981,-0.66199
-8e-06,149.943,-0.705812
-8e-06,144.911,-0.755362
-8e-06,139.903,-0.811625
-8e-06,134.89,-0.876092
-8e-06,130.959,-0.92152
-8.8e-06,170.145,-0.611454
-8.8e-06,164.986,-0.647479
-8.8e-06,159.929,-0.686118
-8.8e-06,154.981,-0.728184
-8.8e-06,149.943,-0.776393
-8.8e-06,144.911,-0.830899
-8.8e-06,139.903,-0.892787
-8.8e-06,134.89,-0.963713
-8.8e-06,130.959,-1.01368
-9.6e-06,170.145,-0.667023
-9.6e-06,164.986,-0.706329
-9.6e-06,159.929,-0.748484
-9.6e-06,154.981,-0.794378
-9.6e-06,149.943,-0.846971
-9.6e-06,144.911,-0.906423
-9.6e-06,139.903,-0.973951
-9.6e-06,134.89,-1.05134
-9.6e-06,130.959,-1.10584
-1.04e-05,170.145,-0.722615
-1.04e-05,164.986,-0.765198
-1.04e-05,159.929,-0.810868
-1.04e-05,154.981,-0.860586
-1.04e-05,149.943,-0.917562
-1.04e-05,144.911,-0.981977
-1.04e-05,139.903,-1.05514
-1.04e-05,134.89,-1.13899
-1.04e-05,130.959,-1.19802
-1.12e-05,170.145,-0.778193
-1.12e-05,164.986,-0.824054
-1.12e-05,159.929,-0.873233
-1.12e-05,154.981,-0.926777
-1.12e-05,149.943,-0.988145
-1.12e-05,144.911,-1.05752
-1.12e-05,139.903,-1.13632
-1.12e-05,134.89,-1.22663
-1.12e-05,130.959,-1.29019
-1.2e-05,170.145,-0.833772
-1.2e-05,164.986,-0.882909
-1.2e-05,159.929,-0.935601
-1.2e-05,154.981,-0.99298
-1.2e-05,149.943,-1.05874
-1.2e-05,144.911,-1.13308
-1.2e-05,139.903,-1.2175
-1.2e-05,134.89,-1.31426
-1.2e-05,130.959,-1.38236
-1.28e-05,170.145,-0.889351
-1.28e-05,164.986,-0.941762
-1.28e-05,159.929,-0.997974
-1.28e-05,154.981,-1.05918
-1.28e-05,149.943,-1.12933
-1.28e-05,144.911,-1.20863
-1.28e-05,139.903,-1.29869
-1.28e-05,134.89,-1.40191
-1.28e-05,130.959,-1.47453
-1.36e-05,170.145,-0.944931
-1.36e-05,164.986,-1.00062
-1.36e-05,159.929,-1.06035
-1.36e-05,154.981,-1.12539
-1.36e-05,149.943,-1.19992
-1.36e-05,144.911,-1.28418
-1.36e-05,139.903,-1.37986
-1.36e-05,134.89,-1.48954
-1.36e-05,130.959,-1.56668
-1.44e-05,170.145,-1.00051
-1.44e-05,164.986,-1.05949
-1.44e-05,159.929,-1.12273
-1.44e-05,154.981,-1.1916
-1.44e-05,149.943,-1.27052
-1.44e-05,144.911,-1.35974
-1.44e-05,139.903,-1.46106
-1.44e-05,134.89,-1.57718
-1.44e-05,130.959,-1.65885
-1.52e-05,170.145,-1.0561
-1.52e-05,164.986,-1.11835
-1.52e-05,159.929,-1.18511
-1.52e-05,154.981,-1.25781
-1.52e-05,149.943,-1.3411
-1.52e-05,144.911,-1.43529
-1.52e-05,139.903,-1.54223
-1.52e-05,134.89,-1.66481
-1.52e-05,130.959,-1.75098
-1.6e-05,170.145,-1.11168
-1.6e-05,164.986,-1.17722
-1.6e-05,159.929,-1.24749
-1.6e-05,154.981,-1.32402
-1.6e-05,149.943,-1.4117
-1.6e-05,144.911,-1.51085
-1.6e-05,139.903,-1.62341
-1.6e-05,134.89,-1.75242
-1.6e-05,130.959,-1.84312
-1.68e-05,170.145,-1.16727
-1.68e-05,164.986,-1.23608
-1.68e-05,159.929,-1.30986
-1.68e-05,154.981,-1.39023
-1.68e-05,149.943,-1.4823
-1.68e-05,144.911,-1.5864
-1.68e-05,139.903,-1.70458
-1.68e-05,134.89,-1.84004
-1.68e-05,130.959,-1.93522
-1.76e-05,170.145,-1.22285
-1.76e-05,164.986,-1.29495
-1.76e-05,159.929,-1.37224
-1.76e-05,154.981,-1.45644
-1.76e-05,149.943,-1.55288
-1.76e-05,144.911,-1.66194
-1.76e-05,139.903,-1.78573
-1.76e-05,134.89,-1.92763
-1.76e-05,130.959,-2.02732
-1.84e-05,170.145,-1.27843
-1.84e-05,164.986,-1.35381
-1.84e-05,159.929,-1.43463
-1.84e-05,154.981,-1.52265
-1.84e-05,149.943,-1.62347
-1.84e-05,144.911,-1.73749
-1.84e-05,139.903,-1.86689
-1.84e-05,134.89,-2.01521
-1.84e-05,130.959,-2.11959
-1.92e-05,170.145,-1.33402
-1.92e-05,164.986,-1.41267
-1.92e-05,159.929,-1.497
-1.92e-05,154.981,-1.58884
-1.92e-05,149.943,-1.69406
-1.92e-05,144.911,-1.81302
-1.92e-05,139.903,-1.94802
-1.92e-05,134.89,-2.10292
-1.92e-05,130.959,-2.21168
-2e-05,170.145,-1.38959
-2e-05,164.986,-1.47154
-2e-05,159.929,-1.55937
-2e-05,154.981,-1.65504
-2e-05,149.943,-1.76463
-2e-05,144.911,-1.88854
-2e-05,139.903,-2.02914
-2e-05,134.89,-2.19054
-2e-05,130.959,-2.3036
-2.08e-05,170.145,-1.44518
-2.08e-05,164.986,-1.53039
-2.08e-05,159.929,-1.62173
-2.08e-05,154.981,-1.72123
-2.08e-05,149.943,-1.8352
-2.08e-05,144.911,-1.96405
-2.08e-05,139.903,-2.11043
-2.08e-05,134.89,-2.27798
-2.08e-05,130.959,-2.39547
-2.16e-05,170.145,-1.50076
-2.16e-05,164.986,-1.58925
-2.16e-05,159.929,-1.68411
-2.16e-05,154.981,-1.78743
-2.16e-05,149.943,-1.90577
-2.16e-05,144.911,-2.03957
-2.16e-05,139.903,-2.19162
-2.16e-05,134.89,-2.36538
-2.16e-05,130.959,-2.48724
-2.24e-05,170.145,-1.55633
-2.24e-05,164.986,-1.6481
-2.24e-05,159.929,-1.74647
-2.24e-05,154.981,-1.85361
-2.24e-05,149.943,-1.97631
-2.24e-05,144.911,-2.11522
-2.24e-05,139.903,-2.27262
-2.24e-05,134.89,-2.4527
-2.24e-05,130.959,-2.57891
-2.32e-05,170.145,-1.61191
-2.32e-05,164.986,-1.70695
-2.32e-05,159.929,-1.80883
-2.32e-05,154.981,-1.91979
-2.32e-05,149.943,-2.04688
-2.32e-05,144.911,-2.19076
-2.32e-05,139.903,-2.35359
-2.32e-05,134.89,-2.53995
-2.32e-05,130.959,-2.67044
-2.4e-05,170.145,-1.66748
-2.4e-05,164.986,-1.7658
-2.4e-05,159.929,-1.87119
-2.4e-05,154.981,-1.98595
-2.4e-05,149.943,-2.11759
-2.4e-05,144.911,-2.26615
-2.4e-05,139.903,-2.4345
-2.4e-05,134.89,-2.62708
-2.4e-05,130.959,-2.76184
-2.48e-05,170.145,-1.72304
-2.48e-05,164.986,-1.82463
-2.48e-05,159.929,-1.93352
-2.48e-05,154.981,-2.05214
-2.48e-05,149.943,-2.18816
-2.48e-05,144.911,-2.3415
-2.48e-05,139.903,-2.51532
-2.48e-05,134.89,-2.71406
-2.48e-05,130.959,-2.85301
-2.56e-05,170.145,-1.7786
-2.56e-05,164.986,-1.88346
-2.56e-05,159.929,-1.99585
-2.56e-05,154.981,-2.11844
-2.56e-05,149.943,-2.25861
-2.56e-05,144.911,-2.41682
-2.56e-05,139.903,-2.59607
-2.56e-05,134.89,-2.8009
-2.56e-05,130.959,-2.944
-2.64e-05,170.145,-1.83416
-2.64e-05,164.986,-1.94229
-2.64e-05,159.929,-2.05823
-2.64e-05,154.981,-2.18464
-2.64e-05,149.943,-2.32902
-2.64e-05,144.911,-2.49207
-2.64e-05,139.903,-2.67671
-2.64e-05,134.89,-2.88757
-2.64e-05,130.959,-3.03474
-2.72e-05,170.145,-1.88972
-2.72e-05,164.986,-2.0011
-2.72e-05,159.929,-2.12068
-2.72e-05,154.981,-2.25071
-2.72e-05,149.943,-2.3994
-2.72e-05,144.911,-2.56726
-2.72e-05,139.903,-2.75725
-2.72e-05,134.89,-2.97405
-2.72e-05,130.959,-3.12524
-2.8e-05,170.145,-1.94525
-2.8e-05,164.986,-2.05996
-2.8e-05,159.929,-2.18304
-2.8e-05,154.981,-2.31675
-2.8e-05,149.943,-2.46974
-2.8e-05,144.911,-2.64235
-2.8e-05,139.903,-2.83765
-2.8e-05,134.89,-3.06031
-2.8e-05,130.959,-3.21545
-2.88e-05,170.145,-2.00077
-2.88e-05,164.986,-2.11889
-2.88e-05,159.929,-2.24528
-2.88e-05,154.981,-2.38275
-2.88e-05,149.943,-2.54
-2.88e-05,144.911,-2.71736
-2.88e-05,139.903,-2.91787
-2.88e-05,134.89,-3.14634
-2.88e-05,130.959,-3.30541
-2.96e-05,170.145,-2.05633
-2.96e-05,164.986,-2.17774
-2.96e-05,159.929,-2.30751
-2.96e-05,154.981,-2.44873
-2.96e-05,149.943,-2.6102
-2.96e-05,144.911,-2.79227
-2.96e-05,139.903,-2.99796
-2.96e-05,134.89,-3.23213
-2.96e-05,130.959,-3.39506
-3.04e-05,170.145,-2.112
-3.04e-05,164.986,-2.23647
-3.04e-05,159.929,-2.36971
-3.04e-05,154.981,-2.51464
-3.04e-05,149.943,-2.68032
-3.04e-05,144.911,-2.86704
-3.04e-05,139.903,-3.07784
-3.04e-05,134.89,-3.31763
-3.04e-05,130.959,-3.48446
-3.12e-05,170.145,-2.16759
-3.12e-05,164.986,-2.29519
-3.12e-05,159.929,-2.43187
-3.12e-05,154.981,-2.58051
-3.12e-05,149.943,-2.75036
-3.12e-05,144.911,-2.94167
-3.12e-05,139.903,-3.15753
-3.12e-05,134.89,-3.40289
-3.12e-05,130.959,-3.57355
-3.2e-05,170.145,-2.22304
-3.2e-05,164.986,-2.35387
-3.2e-05,159.929,-2.49398
-3.2e-05,154.981,-2.6463
-3.2e-05,149.943,-2.8203
-3.2e-05,144.911,-3.01614
-3.2e-05,139.903,-3.23697
-3.2e-05,134.89,-3.48789
-3.2e-05,130.959,-3.66239
-3.28e-05,170.145,-2.27848
-3.28e-05,164.986,-2.41253
-3.28e-05,159.929,-2.55604
-3.28e-05,154.981,-2.71203
-3.28e-05,149.943,-2.89012
-3.28e-05,144.911,-3.09044
-3.28e-05,139.903,-3.3162
-3.28e-05,134.89,-3.57264
-3.28e-05,130.959,-3.75099
-3.36e-05,170.145,-2.3339
-3.36e-05,164.986,-2.47115
-3.36e-05,159.929,-2.61806
-3.36e-05,154.981,-2.77769
-3.36e-05,149.943,-2.95982
-3.36e-05,144.911,-3.16459
-3.36e-05,139.903,-3.39522
-3.36e-05,134.89,-3.65718
