I,T,Uraw
0.0045,119.985,0.447679
0.0045,114.988,0.447365
0.0045,109.889,0.447024
0.0045,104.902,0.446674
0.0045,99.9123,0.446306
0.0045,94.9129,0.445929
0.0045,89.902,0.445534
0.0045,84.8985,0.445124
0.0045,79.987,0.444709
0.0045,74.95,0.444274
0.0045,69.9047,0.443819
0.0045,64.9562,0.443361
0.0045,60.0129,0.442892
0.0045,54.8902,0.442403
0.0045,49.8805,0.44191
0.0045,44.8498,0.441424
0.0045,39.9805,0.440965
0.0045,34.8782,0.440478
0.0045,30.0383,0.440051
0.0045,24.9057,0.439617
0.0045,19.7865,0.439185
0.0045,14.7535,0.438775
0.0045,9.46688,0.438175
0.0044,310.11,0.442588
0.0044,304.981,0.442542
0.0044,299.988,0.4425
0.0044,294.999,0.442456
0.0044,289.885,0.442412
0.0044,284.94,0.442368
0.0044,279.902,0.442314
0.0044,274.966,0.442262
0.0044,269.941,0.442208
0.0044,264.929,0.442153
0.0044,259.908,0.442082
0.0044,254.9,0.442017
0.0044,249.883,0.441951
0.0044,244.885,0.441871
0.0044,239.877,0.441785
0.0044,234.898,0.441714
0.0044,229.986,0.441616
0.0044,224.987,0.441526
0.0044,219.986,0.44143
0.0044,214.975,0.441316
0.0044,209.979,0.441204
0.0044,204.95,0.441092
0.0044,199.947,0.440964
0.0044,194.954,0.440833
0.0044,189.939,0.440695
0.0044,184.937,0.440541
0.0044,179.938,0.440387
0.0044,174.935,0.440231
0.0044,169.928,0.440051
0.0044,164.936,0.439865
0.0044,159.905,0.439676
0.0044,154.928,0.439478
0.0044,149.954,0.439271
0.0044,144.982,0.439042
0.0044,139.888,0.438803
0.0044,134.902,0.438555
0.0044,129.929,0.438293
0.0044,124.967,0.438004
0.0044,119.985,0.43772
0.0044,114.988,0.437412
0.0044,109.889,0.437079
0.0044,104.902,0.436737
0.0044,99.9123,0.436377
0.0044,94.9129,0.436009
0.0044,89.902,0.435622
0.0044,84.8985,0.435221
0.0044,79.987,0.434816
0.0044,74.95,0.43439
0.0044,69.9047,0.433945
0.0044,64.9562,0.433498
0.0044,60.0129,0.433039
0.0044,54.8902,0.43256
0.0044,49.8805,0.432078
0.0044,44.8498,0.431603
0.0044,39.9805,0.431154
0.0044,34.8782,0.430677
0.0044,30.0383,0.43026
0.0044,24.9057,0.429837
0.0044,19.7865,0.429415
0.0044,14.7535,0.429013
0.0044,9.46688,0.428427
0.0043,310.11,0.432519
0.0043,304.981,0.432474
0.0043,299.988,0.432432
0.0043,294.999,0.43239
0.0043,289.885,0.432347
0.0043,284.94,0.432304
0.0043,279.902,0.432251
0.0043,274.966,0.4322
0.0043,269.941,0.432149
0.0043,264.929,0.432093
0.0043,259.908,0.432025
0.0043,254.9,0.431961
0.0043,249.883,0.431895
0.0043,244.885,0.431818
0.0043,239.877,0.431733
0.0043,234.898,0.431665
0.0043,229.986,0.43157
0.0043,224.987,0.431481
0.0043,219.986,0.431387
0.0043,214.975,0.431276
0.0043,209.979,0.431166
0.0043,204.95,0.431056
0.0043,199.947,0.430931
0.0043,194.954,0.430802
0.0043,189.939,0.430669
0.0043,184.937,0.430518
0.0043,179.938,0.430367
0.0043,174.935,0.430215
0.0043,169.928,0.43004
0.0043,164.936,0.429859
0.0043,159.905,0.429673
0.0043,154.928,0.42948
0.0043,149.954,0.429277
0.0043,144.982,0.429053
0.0043,139.888,0.42882
0.0043,134.902,0.428577
0.0043,129.929,0.428321
0.0043,124.967,0.42804
0.0043,119.985,0.427761
0.0043,114.988,0.42746
0.0043,109.889,0.427134
0.0043,104.902,0.426801
0.0043,99.9123,0.426449
0.0043,94.9129,0.426089
0.0043,89.902,0.42571
0.0043,84.8985,0.42532
0.0043,79.987,0.424923
0.0043,74.95,0.424507
0.0043,69.9047,0.424073
0.0043,64.9562,0.423635
0.0043,60.0129,0.423187
0.0043,54.8902,0.422719
0.0043,49.8805,0.422248
0.0043,44.8498,0.421783
0.0043,39.9805,0.421345
0.0043,34.8782,0.420879
0.0043,30.0383,0.420472
0.0043,24.9057,0.420057
0.0043,19.7865,0.419646
0.0043,14.7535,0.419253
0.0043,9.46688,0.418681
0.0042,310.11,0.42245
0.0042,304.981,0.422405
0.0042,299.988,0.422365
0.0042,294.999,0.422325
0.0042,289.885,0.422282
0.0042,284.94,0.422241
0.0042,279.902,0.422188
0.0042,274.966,0.422139
0.0042,269.941,0.422087
0.0042,264.929,0.422036
0.0042,259.908,0.421967
0.0042,254.9,0.421905
0.0042,249.883,0.421841
0.0042,244.885,0.421765
0.0042,239.877,0.421682
0.0042,234.898,0.421615
0.0042,229.986,0.421523
0.0042,224.987,0.421437
0.0042,219.986,0.421345
0.0042,214.975,0.421235
0.0042,209.979,0.421128
0.0042,204.95,0.421021
0.0042,199.947,0.420899
0.0042,194.954,0.420773
0.0042,189.939,0.420643
0.0042,184.937,0.420496
0.0042,179.938,0.420349
0.0042,174.935,0.420199
0.0042,169.928,0.420029
0.0042,164.936,0.419853
0.0042,159.905,0.419671
0.0042,154.928,0.419481
0.0042,149.954,0.419283
0.0042,144.982,0.419065
0.0042,139.888,0.418837
0.0042,134.902,0.4186
0.0042,129.929,0.41835
0.0042,124.967,0.418076
0.0042,119.985,0.417804
0.0042,114.988,0.417509
0.0042,109.889,0.417191
0.0042,104.902,0.416865
0.0042,99.9123,0.416521
0.0042,94.9129,0.41617
0.0042,89.902,0.4158
0.0042,84.8985,0.415419
0.0042,79.987,0.415031
0.0042,74.95,0.414625
0.0042,69.9047,0.4142
0.0042,64.9562,0.413772
0.0042,60.0129,0.413334
0.0042,54.8902,0.412876
0.0042,49.8805,0.412416
0.0042,44.8498,0.411962
0.0042,39.9805,0.411535
0.0042,34.8782,0.411079
0.0042,30.0383,0.41068
0.0042,24.9057,0.410277
0.0042,19.7865,0.409874
0.0042,14.7535,0.409491
0.0042,9.46688,0.408931
0.0041,310.11,0.41238
0.0041,304.981,0.412336
0.0041,299.988,0.412297
0.0041,294.999,0.412257
0.0041,289.885,0.412217
0.0041,284.94,0.412176
0.0041,279.902,0.412125
0.0041,274.966,0.412076
0.0041,269.941,0.412026
0.0041,264.929,0.411975
0.0041,259.908,0.41191
0.0041,254.9,0.411847
0.0041,249.883,0.411785
0.0041,244.885,0.411712
0.0041,239.877,0.411631
0.0041,234.898,0.411565
0.0041,229.986,0.411475
0.0041,224.987,0.411391
0.0041,219.986,0.411302
0.0041,214.975,0.411194
0.0041,209.979,0.41109
0.0041,204.95,0.410986
0.0041,199.947,0.410865
0.0041,194.954,0.410743
0.0041,189.939,0.410617
0.0041,184.937,0.410473
0.0041,179.938,0.41033
0.0041,174.935,0.410182
0.0041,169.928,0.410017
0.0041,164.936,0.409845
0.0041,159.905,0.409667
0.0041,154.928,0.409482
0.0041,149.954,0.409289
0.0041,144.982,0.409075
0.0041,139.888,0.408854
0.0041,134.902,0.408622
0.0041,129.929,0.408377
0.0041,124.967,0.40811
0.0041,119.985,0.407845
0.0041,114.988,0.407557
0.0041,109.889,0.407246
0.0041,104.902,0.406928
0.0041,99.9123,0.406593
0.0041,94.9129,0.40625
0.0041,89.902,0.405888
0.0041,84.8985,0.405516
0.0041,79.987,0.405138
0.0041,74.95,0.404741
0.0041,69.9047,0.404327
0.0041,64.9562,0.40391
0.0041,60.0129,0.403483
0.0041,54.8902,0.403036
0.0041,49.8805,0.402587
0.0041,44.8498,0.402145
0.0041,39.9805,0.401727
0.0041,34.8782,0.401281
0.0041,30.0383,0.400893
0.0041,24.9057,0.400499
0.0041,19.7865,0.400106
0.0041,14.7535,0.399732
0.0041,9.46688,0.399186
0.004,310.11,0.402312
0.004,304.981,0.40227
0.004,299.988,0.402232
0.004,294.999,0.402194
0.004,289.885,0.402153
0.004,284.94,0.402113
0.004,279.902,0.402064
0.004,274.966,0.402017
0.004,269.941,0.401967
0.004,264.929,0.401918
0.004,259.908,0.401854
0.004,254.9,0.401792
0.004,249.883,0.401733
0.004,244.885,0.40166
0.004,239.877,0.401582
0.004,234.898,0.401517
0.004,229.986,0.40143
0.004,224.987,0.401348
0.004,219.986,0.40126
0.004,214.975,0.401155
0.004,209.979,0.401054
0.004,204.95,0.400952
0.004,199.947,0.400835
0.004,194.954,0.400716
0.004,189.939,0.400593
0.004,184.937,0.400452
0.004,179.938,0.400312
0.004,174.935,0.400168
0.004,169.928,0.400008
0.004,164.936,0.39984
0.004,159.905,0.399667
0.004,154.928,0.399486
0.004,149.954,0.399297
0.004,144.982,0.399089
0.004,139.888,0.398872
0.004,134.902,0.398646
0.004,129.929,0.398408
0.004,124.967,0.398148
0.004,119.985,0.397888
0.004,114.988,0.397608
0.004,109.889,0.397305
0.004,104.902,0.396994
0.004,99.9123,0.396666
0.004,94.9129,0.396333
0.004,89.902,0.395979
0.004,84.8985,0.395617
0.004,79.987,0.395248
0.004,74.95,0.394861
0.004,69.9047,0.394456
0.004,64.9562,0.394049
0.004,60.0129,0.393632
0.004,54.8902,0.393198
0.004,49.8805,0.392759
0.004,44.8498,0.392328
0.004,39.9805,0.39192
0.004,34.8782,0.391485
0.004,30.0383,0.391107
0.004,24.9057,0.390722
0.004,19.7865,0.390338
0.004,14.7535,0.389971
0.004,9.46688,0.389441
0.0039,310.11,0.392248
0.0039,304.981,0.392207
0.0039,299.988,0.392169
0.0039,294.999,0.392132
0.0039,289.885,0.392093
0.0039,284.94,0.392053
0.0039,279.902,0.392006
0.0039,274.966,0.391959
0.0039,269.941,0.391911
0.0039,264.929,0.391863
0.0039,259.908,0.391801
0.0039,254.9,0.391741
0.0039,249.883,0.391682
0.0039,244.885,0.391612
0.0039,239.877,0.391536
0.0039,234.898,0.391473
0.0039,229.986,0.391388
0.0039,224.987,0.391306
0.0039,219.986,0.391222
0.0039,214.975,0.39112
0.0039,209.979,0.391023
0.0039,204.95,0.390923
0.0039,199.947,0.390807
0.0039,194.954,0.390691
0.0039,189.939,0.39057
0.0039,184.937,0.390435
0.0039,179.938,0.390298
0.0039,174.935,0.390157
0.0039,169.928,0.39
0.0039,164.936,0.389837
0.0039,159.905,0.389669
0.0039,154.928,0.389493
0.0039,149.954,0.389308
0.0039,144.982,0.389105
0.0039,139.888,0.388893
0.0039,134.902,0.388673
0.0039,129.929,0.388441
0.0039,124.967,0.388188
0.0039,119.985,0.387934
0.0039,114.988,0.387661
0.0039,109.889,0.387366
0.0039,104.902,0.387062
0.0039,99.9123,0.386742
0.0039,94.9129,0.386417
0.0039,89.902,0.386073
0.0039,84.8985,0.385719
0.0039,79.987,0.38536
0.0039,74.95,0.384982
0.0039,69.9047,0.384587
0.0039,64.9562,0.384191
0.0039,60.0129,0.383785
0.0039,54.8902,0.383361
0.0039,49.8805,0.382933
0.0039,44.8498,0.382513
0.0039,39.9805,0.382115
0.0039,34.8782,0.381691
0.0039,30.0383,0.381322
0.0039,24.9057,0.380947
0.0039,19.7865,0.380573
0.0039,14.7535,0.380216
0.0039,9.46688,0.379698
0.0038,310.11,0.382181
0.0038,304.981,0.382141
0.0038,299.988,0.382105
0.0038,294.999,0.382068
0.0038,289.885,0.382031
0.0038,284.94,0.381992
0.0038,279.902,0.381946
0.0038,274.966,0.3819
0.0038,269.941,0.381853
0.0038,264.929,0.381807
0.0038,259.908,0.381746
0.0038,254.9,0.381688
0.0038,249.883,0.381631
0.0038,244.885,0.381562
0.0038,239.877,0.381488
0.0038,234.898,0.381427
0.0038,229.986,0.381344
0.0038,224.987,0.381264
0.0038,219.986,0.381182
0.0038,214.975,0.381083
0.0038,209.979,0.380987
0.0038,204.95,0.38089
0.0038,199.947,0.380778
0.0038,194.954,0.380665
0.0038,189.939,0.380547
0.0038,184.937,0.380416
0.0038,179.938,0.380282
0.0038,174.935,0.380145
0.0038,169.928,0.379993
0.0038,164.936,0.379833
0.0038,159.905,0.379668
0.0038,154.928,0.379498
0.0038,149.954,0.379318
0.0038,144.982,0.379119
0.0038,139.888,0.378913
0.0038,134.902,0.378699
0.0038,129.929,0.378473
0.0038,124.967,0.378226
0.0038,119.985,0.377978
0.0038,114.988,0.377712
0.0038,109.889,0.377425
0.0038,104.902,0.377129
0.0038,99.9123,0.376818
0.0038,94.9129,0.376501
0.0038,89.902,0.376166
0.0038,84.8985,0.375821
0.0038,79.987,0.375471
0.0038,74.95,0.375103
0.0038,69.9047,0.374718
0.0038,64.9562,0.37433
0.0038,60.0129,0.373935
0.0038,54.8902,0.373522
0.0038,49.8805,0.373105
0.0038,44.8498,0.372695
0.0038,39.9805,0.372308
0.0038,34.8782,0.371894
0.0038,30.0383,0.371535
0.0038,24.9057,0.371169
0.0038,19.7865,0.370805
0.0038,14.7535,0.370458
0.0038,9.46688,0.369952
0.0037,310.11,0.372113
0.0037,304.981,0.372073
0.0037,299.988,0.372038
0.0037,294.999,0.372002
0.0037,289.885,0.371966
0.0037,284.94,0.371928
0.0037,279.902,0.371884
0.0037,274.966,0.371839
0.0037,269.941,0.371793
0.0037,264.929,0.371748
0.0037,259.908,0.371689
0.0037,254.9,0.371631
0.0037,249.883,0.371576
0.0037,244.885,0.37151
0.0037,239.877,0.371437
0.0037,234.898,0.371378
0.0037,229.986,0.371296
0.0037,224.987,0.371219
0.0037,219.986,0.371139
0.0037,214.975,0.371043
0.0037,209.979,0.370949
0.0037,204.95,0.370855
0.0037,199.947,0.370746
0.0037,194.954,0.370637
0.0037,189.939,0.370521
0.0037,184.937,0.370393
0.0037,179.938,0.370263
0.0037,174.935,0.37013
0.0037,169.928,0.369981
0.0037,164.936,0.369827
0.0037,159.905,0.369665
0.0037,154.928,0.369499
0.0037,149.954,0.369324
0.0037,144.982,0.369131
0.0037,139.888,0.36893
0.0037,134.902,0.368722
0.0037,129.929,0.368502
0.0037,124.967,0.368261
0.0037,119.985,0.36802
0.0037,114.988,0.36776
0.0037,109.889,0.367481
0.0037,104.902,0.367193
0.0037,99.9123,0.36689
0.0037,94.9129,0.366582
0.0037,89.902,0.366255
0.0037,84.8985,0.365919
0.0037,79.987,0.365578
0.0037,74.95,0.36522
0.0037,69.9047,0.364846
0.0037,64.9562,0.36447
0.0037,60.0129,0.364085
0.0037,54.8902,0.363683
0.0037,49.8805,0.363278
0.0037,44.8498,0.362878
0.0037,39.9805,0.362502
0.0037,34.8782,0.362099
0.0037,30.0383,0.361749
0.0037,24.9057,0.361392
0.0037,19.7865,0.361038
0.0037,14.7535,0.360699
0.0037,9.46688,0.360207
0.0036,310.11,0.362047
0.0036,304.981,0.362009
0.0036,299.988,0.361974
0.0036,294.999,0.36194
0.0036,289.885,0.361904
0.0036,284.94,0.361868
0.0036,279.902,0.361824
0.0036,274.966,0.36178
0.0036,269.941,0.361736
0.0036,264.929,0.361692
0.0036,259.908,0.361635
0.0036,254.9,0.361578
0.0036,249.883,0.361525
0.0036,244.885,0.36146
0.0036,239.877,0.36139
0.0036,234.898,0.361332
0.0036,229.986,0.361253
0.0036,224.987,0.361178
0.0036,219.986,0.3611
0.0036,214.975,0.361007
0.0036,209.979,0.360915
0.0036,204.95,0.360824
0.0036,199.947,0.360717
0.0036,194.954,0.360612
0.0036,189.939,0.360499
0.0036,184.937,0.360375
0.0036,179.938,0.360247
0.0036,174.935,0.360119
0.0036,169.928,0.359974
0.0036,164.936,0.359824
0.0036,159.905,0.359666
0.0036,154.928,0.359505
0.0036,149.954,0.359335
0.0036,144.982,0.359147
0.0036,139.888,0.358952
0.0036,134.902,0.358749
0.0036,129.929,0.358535
0.0036,124.967,0.3583
0.0036,119.985,0.358065
0.0036,114.988,0.357813
0.0036,109.889,0.357542
0.0036,104.902,0.357262
0.0036,99.9123,0.356966
0.0036,94.9129,0.356667
0.0036,89.902,0.356348
0.0036,84.8985,0.356022
0.0036,79.987,0.35569
0.0036,74.95,0.355341
0.0036,69.9047,0.354978
0.0036,64.9562,0.354612
0.0036,60.0129,0.354238
0.0036,54.8902,0.353846
0.0036,49.8805,0.353451
0.0036,44.8498,0.353063
0.0036,39.9805,0.352697
0.0036,34.8782,0.352304
0.0036,30.0383,0.351964
0.0036,24.9057,0.351617
0.0036,19.7865,0.351271
0.0036,14.7535,0.350941
0.0036,9.46688,0.350464
0.0035,310.11,0.351982
0.0035,304.981,0.351944
0.0035,299.988,0.35191
0.0035,294.999,0.351877
0.0035,289.885,0.351841
0.0035,284.94,0.351807
0.0035,279.902,0.351764
0.0035,274.966,0.351721
0.0035,269.941,0.351679
0.0035,264.929,0.351636
0.0035,259.908,0.35158
0.0035,254.9,0.351525
0.0035,249.883,0.351475
0.0035,244.885,0.351412
0.0035,239.877,0.351343
0.0035,234.898,0.351287
0.0035,229.986,0.351209
0.0035,224.987,0.351137
0.0035,219.986,0.351061
0.0035,214.975,0.35097
0.0035,209.979,0.35088
0.0035,204.95,0.350792
0.0035,199.947,0.350689
0.0035,194.954,0.350586
0.0035,189.939,0.350477
0.0035,184.937,0.350356
0.0035,179.938,0.350231
0.0035,174.935,0.350106
0.0035,169.928,0.349966
0.0035,164.936,0.349819
0.0035,159.905,0.349667
0.0035,154.928,0.34951
0.0035,149.954,0.349345
0.0035,144.982,0.349161
0.0035,139.888,0.348972
0.0035,134.902,0.348775
0.0035,129.929,0.348567
0.0035,124.967,0.348339
0.0035,119.985,0.34811
0.0035,114.988,0.347865
0.0035,109.889,0.347601
0.0035,104.902,0.347328
0.0035,99.9123,0.347041
0.0035,94.9129,0.346751
0.0035,89.902,0.346441
0.0035,84.8985,0.346124
0.0035,79.987,0.345801
0.0035,74.95,0.345462
0.0035,69.9047,0.345108
0.0035,64.9562,0.344754
0.0035,60.0129,0.344389
0.0035,54.8902,0.344009
0.0035,49.8805,0.343625
0.0035,44.8498,0.343247
0.0035,39.9805,0.342891
0.0035,34.8782,0.342509
0.0035,30.0383,0.34218
0.0035,24.9057,0.341841
0.0035,19.7865,0.341507
0.0035,14.7535,0.341185
0.0035,9.46688,0.340721
0.0034,310.11,0.341916
0.0034,304.981,0.341881
0.0034,299.988,0.341847
0.0034,294.999,0.341814
0.0034,289.885,0.34178
0.0034,284.94,0.341747
0.0034,279.902,0.341705
0.0034,274.966,0.341665
0.0034,269.941,0.341623
0.0034,264.929,0.341581
0.0034,259.908,0.341526
0.0034,254.9,0.341474
0.0034,249.883,0.341424
